Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,Mohamad Sadeghi,,"33-88 Menara Keck Seng, 203 Jalan Bukit Bintang",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mohamad Sadeghi,,"A-17-8 Tower A, Menara Atlas, Plaza Pantai 5, Jalan 4/83A, off Jalan Pantai Baru",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mohsen Torabi,,"2nd Floor, Jalan 9A, Berangan",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Moha Torab,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mohsen Torabi,,"33-88 Menara Keck Seng, 203 Jalan Bukit Bintang",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Moha Torab,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mohsen Torabi,,"A-17-8 Tower A, Menara Atlas, Plaza Pantai 5, Jalan 4/83A, off Jalan Pantai Baru",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Moha Torab,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Muhamad Fazil bin Khalid,,"33-88 Menara Keck Seng, 203 Jalan Bukit Bintang",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Muhamad Fazil bin Khalid,,"A-17-8 Tower A, Menara Atlas, Plaza Pantai 5, Jalan 4/83A, off Jalan Pantai Baru",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Muhamad Fazil bin Khalid,,"No. 2 Jalan 29C, Selayang Baru, Batu Caves, Selangor",Kuala Lumpur,,,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Syarikat Penghantaran TWW Sdn Bhd,,"Lot C-7, Block C Mas Advance Cargo Centre KLIA Cargo Village Southern Support Zone 64000, Sepang Selangor Darul Ehsan, Malaysia",Sepang,Selangor Darul Ehsan,64000,Malaysia,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,All Industrial International,,"Knobbelswaansingel 19, 2496 LN",The Hague,,,Netherlands,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,All Industrial International,,"Breukelensestraat 44, 2574 RC",The Hague,,,Netherlands,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Kapil Raj Arora,,"Breukelensestraat 44, 2574 RC",The Hague,,,Netherlands,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Kapil Raj Arora,,"Knobbelswaansingel 19, 2496 LN",The Hague,,,Netherlands,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,AdCom Systems,,"Industrial City of Abu Dhabi - ICAD1, Mussafah",Abu Dhabi,,,United Arab Emirates,81 FR 14953; 83 FR 48534,3/21/2016; 9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Sky Global Communications; Sky Global Communication Systems,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,AdCom Systems,,"#2 Mezzanine Level, Block 19, Sharq 40 Al Morour Street, Abu Dhabi Island",Abu Dhabi,,,United Arab Emirates,81 FR 14953; 83 FR 48534,3/21/2016; 9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Sky Global Communications; Sky Global Communication Systems,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Advanced Targeting Systems Company, LLC (ATS)",,"P.O. Box 34237, High Specialized Economical Zone M41, 103A13, Al Mussafah",Abu Dhabi,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Behover General Trading/Information Technologies,,"P.O. Box 25756, Atrium Center Building, Burdubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,DBA Behover Information Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Behover General Trading/Information Technologies,,"Unit M3&4, Atrium Centre, Bank Street",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,DBA Behover Information Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Behover General Trading/Information Technologies,,P.O. Box 19741,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,DBA Behover Information Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Behover General Trading/Information Technologies,,"Unit 2009, Prism Tower, Business Bay",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,DBA Behover Information Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Behover General Trading/Information Technologies,,P.O. Box 115904,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,DBA Behover Information Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,P.O. Box 28515,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,"202 B Sama Tower Sheikh Tayed Road #3, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,"BC2-414, RAK Free Trade Zone, P.O. Box 16048",Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Beverly Apigo,,G1/RAK Free Trade Zone,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,"G-17 Sheikh Tayed Road #3, Ras Al Khaimah Free Trade Zone, Dubai, UAE",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,P.O. Box 10559,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,P.O. Box 25344 Bur Dubai,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,"Suite 608 Atrium Center, Bank St., Bur Dubai, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Beverly Apigo,,"Suite 706 Atrium Center Bank Street, Bur Dubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Complete Freight Solutions,,"704 The Atrium Ctr, Khalid Bin",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Complete Freight Solutions,,"1st Floor, Office No. 114, Yousef Al Otaiba Bldg, Above Emirates Islamic Bank Office, 2nd December Street (Old Al Dyafah Street), P.O. Box No. 29687, Satwa",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,"202 B Sama Tower Sheikh Tayed Road #3, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,"BC2-414, RAK Free Trade Zone, P.O. Box 16048",Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,G1/RAK Free Trade Zone,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,"G-17 Sheikh Tayed Road #3, Ras Al Khaimah Free Trade Zone",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,No. 608 Atrium Center Bank Street,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,P.O. Box 10559,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,P.O. Box 116911,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,P.O. Box 25344 Bur Dubai,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,"Suite 608 Atrium Center Bank Street, Bur Dubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cybernet MEA,,"Suite 706 Atrium Center Bank Street, Bur Dubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,P.O. Box 28515,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,"202 B Sama Tower Sheikh Tayed Road #3, P.O. Box 16048",Dubai,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,"BC2-414, RAK Free Trade Zone P.O. Box 16048",Ras Al Khaimah,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,G1/RAK Free Trade Zone,Ras Al Khaimah,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,G-17 Sheikh Tayed Road #3 Ras Al Khaimah Free Trade Zone,Dubai,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,P.O. Box 10559,Ras Al Khaimah,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,P.O. Box 25344 Bur Dubai,Dubai,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,"Suite 608 Atrium Center, Bank St., Bur Dubai, P.O. Box 16048",Dubai,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Donna Lynn Ocampo,,Suite 706 Atrium Center Bank Street Bur Dubai,Dubai,,,United Arab Emirates,,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Gulf Eagle Contracting (GEC),,"P.O. Box 31814, Al Dhafra Road, New Airport Road",Abu Dhabi,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Gulf Eagle Industrial and Metal Profiles (GEIMP),,"P.O. Box 31814, Al Mussafah Industrial City, New Airport Road",Abu Dhabi,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Hamideh Ghayour,,"P.O. Box 155904, Dubai, UAE; Unit M3&4, Atrium Centre, Bank Street",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Hamideh Ghayour,,"Unit M3&4, Atrium Centre, Bank Street",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Innovative Technology Systems (ITS),,"2nd Floor, #202 Sheik Zayed Road Dubai, POB 25344",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Innovative Technology Systems (ITS),,"Suite 608 Atrium Center, Bank Street, Bur Dubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Innovative Technology Systems (ITS),,"Suite 706 Atrium Center Bank Street, Bur Dubai",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Managed Systems and Services (MSAS)(FZC),,No. A3089 Seif,Sharjah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Managed Systems and Services (MSAS)(FZC),,"SAIF Zone 250 M2 Warehouse P60-109, PO Box 122550",Sharjah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,P.O. Box 28515,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,"202 B Sama Tower Sheikh Tayed Road #3, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,"BC2-414, RAK Free Trade Zone P.O. Box 16048",Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,G 1/RAK Free Trade Zone,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,G-17 Sheikh Tayed Road #3 Ras Al Khaimah Free Trade Zone,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,P.O. Box 10559,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,P.O. Box 25344 Bur Dubai,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,"Suite 608 Atrium Center, Bank St., Bur Dubai, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mehdi Jafariyeh,,Suite 706 Atrium Center Bank Street Bur Dubai,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Mehdi Jeffery,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Patco Group Ltd.,,PO Box 20470,Ajman,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Patco Group Ltd.,,"Ajman Free Zone Bldg., 48-Block-C Meena Road near Ajman Sea Port",Ajman,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Reza Hajigholamali,,PO Box 20470,Ajman,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,See alternate address under Iran,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Reza Hajigholamali,,"Ajman Free Zone Bldg., 48-Block-C Meena Road near Ajman Sea Port",Ajman,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,See alternate address under Iran,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rose Ann Apigo,,P.O. Box 28515,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rose Ann Apigo,,"202 B Sama Tower Sheikh Tayed Road #3, P.O. Box 16048",Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rose Ann Apigo,,"BC2-414, RAK Free Trade Zone P.O. Box 16048",Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rose Ann Apigo,,G1/RAK Free Trade Zone,Ras Al Khaimah,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rose Ann Apigo,,G-17 Sheikh Tayed Road #3 Ras Al Khaimah Free Trade Zone,Dubai,,,United Arab Emirates,81 FR 14953,3/21/2016,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
